,datetime,Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,dayofweek,month,hour_sin,hour_cos
8837,2005-03-13 23:00:00,13/03/2005,23.00.00,0.9,1207.0,7.1,336.0,649.0,168.0,1217.0,1181.0,13.2,55.6,0.8412,23,6,3,-0.2588190451025215,0.965925826289068
8838,2005-03-14 00:00:00,14/03/2005,00.00.00,0.4,1056.0,3.8,196.0,787.0,134.0,1085.0,828.0,13.2,55.9,0.8465,0,0,3,0.0,1.0
8839,2005-03-14 01:00:00,14/03/2005,01.00.00,0.4,1128.0,5.2,193.0,733.0,122.0,1178.0,923.0,11.7,62.1,0.8535,1,0,3,0.2588190451025207,0.9659258262890684
8840,2005-03-14 02:00:00,14/03/2005,02.00.00,0.3,1119.0,5.3,192.0,705.0,123.0,1187.0,1096.0,9.9,68.9,0.8388,2,0,3,0.4999999999999999,0.8660254037844387
8841,2005-03-14 03:00:00,14/03/2005,03.00.00,0.1,1077.0,3.8,147.0,761.0,104.0,1122.0,1106.0,9.8,68.0,0.8227,3,0,3,0.7071067811865475,0.7071067811865476
8842,2005-03-14 04:00:00,14/03/2005,04.00.00,,1036.0,2.8,122.0,845.0,90.0,1084.0,976.0,8.9,71.9,0.8202,4,0,3,0.8660254037844386,0.5000000000000001
8843,2005-03-14 05:00:00,14/03/2005,05.00.00,0.8,1016.0,2.9,117.0,824.0,85.0,1090.0,937.0,8.4,74.5,0.8241,5,0,3,0.9659258262890684,0.2588190451025207
8844,2005-03-14 06:00:00,14/03/2005,06.00.00,1.0,1103.0,4.4,201.0,735.0,103.0,1139.0,1049.0,9.2,71.0,0.8299,6,0,3,1.0,6.123233995736766e-17
8845,2005-03-14 07:00:00,14/03/2005,07.00.00,1.6,1176.0,7.5,318.0,634.0,127.0,1257.0,1180.0,9.9,67.6,0.8239,7,0,3,0.9659258262890684,-0.2588190451025206
8846,2005-03-14 08:00:00,14/03/2005,08.00.00,3.5,1430.0,15.7,658.0,481.0,163.0,1543.0,1514.0,10.8,64.4,0.8328,8,0,3,0.8660254037844387,-0.4999999999999998
8847,2005-03-14 09:00:00,14/03/2005,09.00.00,4.0,1572.0,22.9,680.0,411.0,155.0,1763.0,1771.0,11.7,61.7,0.8483,9,0,3,0.7071067811865476,-0.7071067811865475
8848,2005-03-14 10:00:00,14/03/2005,10.00.00,3.5,1243.0,10.8,497.0,572.0,170.0,1349.0,1395.0,13.7,51.9,0.8106,10,0,3,0.4999999999999999,-0.8660254037844387
8849,2005-03-14 11:00:00,14/03/2005,11.00.00,1.6,1101.0,6.1,290.0,707.0,141.0,1157.0,1024.0,16.3,43.5,0.7988,11,0,3,0.258819045102521,-0.9659258262890682
8850,2005-03-14 12:00:00,14/03/2005,12.00.00,1.5,1103.0,7.0,230.0,681.0,123.0,1182.0,946.0,17.9,38.8,0.7883,12,0,3,1.2246467991473532e-16,-1.0
8851,2005-03-14 13:00:00,14/03/2005,13.00.00,1.5,1116.0,7.1,215.0,670.0,124.0,1197.0,864.0,19.3,35.5,0.7876,13,0,3,-0.2588190451025208,-0.9659258262890684
8852,2005-03-14 14:00:00,14/03/2005,14.00.00,1.7,1141.0,8.1,226.0,646.0,126.0,1249.0,889.0,20.1,32.9,0.7672,14,0,3,-0.4999999999999998,-0.8660254037844388
8853,2005-03-14 15:00:00,14/03/2005,15.00.00,1.6,1151.0,7.7,240.0,660.0,128.0,1222.0,903.0,20.0,33.0,0.7625,15,0,3,-0.7071067811865471,-0.7071067811865479
8854,2005-03-14 16:00:00,14/03/2005,16.00.00,2.4,1263.0,10.8,391.0,597.0,158.0,1308.0,1121.0,20.2,32.2,0.7526,16,0,3,-0.8660254037844384,-0.5000000000000004
8855,2005-03-14 17:00:00,14/03/2005,17.00.00,3.4,1324.0,14.4,492.0,540.0,177.0,1441.0,1319.0,18.9,34.4,0.7436,17,0,3,-0.9659258262890684,-0.2588190451025206
8856,2005-03-14 18:00:00,14/03/2005,18.00.00,5.4,1533.0,25.4,700.0,416.0,225.0,1799.0,1829.0,17.9,37.6,0.7624,18,0,3,-1.0,-1.8369701987210294e-16
8857,2005-03-14 19:00:00,14/03/2005,19.00.00,6.5,1626.0,29.1,782.0,371.0,234.0,1937.0,2000.0,16.7,43.4,0.8168,19,0,3,-0.9659258262890684,0.2588190451025203
8858,2005-03-14 20:00:00,14/03/2005,20.00.00,6.5,1639.0,28.3,728.0,378.0,227.0,1904.0,2001.0,15.9,47.9,0.8573,20,0,3,-0.8660254037844386,0.5000000000000001
8859,2005-03-14 21:00:00,14/03/2005,21.00.00,4.0,1346.0,14.2,510.0,502.0,192.0,1490.0,1598.0,15.3,52.6,0.906,21,0,3,-0.7071067811865477,0.7071067811865474
8860,2005-03-14 22:00:00,14/03/2005,22.00.00,2.1,1218.0,8.4,308.0,597.0,158.0,1291.0,1383.0,13.7,58.5,0.9146,22,0,3,-0.5000000000000004,0.8660254037844384
8861,2005-03-14 23:00:00,14/03/2005,23.00.00,1.6,1166.0,7.5,248.0,631.0,149.0,1280.0,1238.0,12.7,62.8,0.9198,23,0,3,-0.2588190451025215,0.965925826289068
8862,2005-03-15 00:00:00,15/03/2005,00.00.00,1.5,1095.0,5.2,233.0,721.0,140.0,1175.0,1023.0,12.2,65.0,0.9193,0,1,3,0.0,1.0
8863,2005-03-15 01:00:00,15/03/2005,01.00.00,0.7,958.0,2.2,96.0,947.0,79.0,1054.0,659.0,13.0,61.2,0.9105,1,1,3,0.2588190451025207,0.9659258262890684
8864,2005-03-15 02:00:00,15/03/2005,02.00.00,0.7,960.0,2.0,90.0,933.0,69.0,1062.0,657.0,11.1,66.1,0.8738,2,1,3,0.4999999999999999,0.8660254037844387
8865,2005-03-15 03:00:00,15/03/2005,03.00.00,0.6,972.0,1.8,95.0,931.0,72.0,1063.0,764.0,10.1,69.8,0.8619,3,1,3,0.7071067811865475,0.7071067811865476
8866,2005-03-15 04:00:00,15/03/2005,04.00.00,0.5,911.0,1.1,68.0,1048.0,58.0,1005.0,667.0,11.6,61.0,0.8299,4,1,3,0.8660254037844386,0.5000000000000001
8867,2005-03-15 05:00:00,15/03/2005,05.00.00,0.4,923.0,1.2,75.0,1049.0,59.0,1002.0,667.0,10.1,64.5,0.7968,5,1,3,0.9659258262890684,0.2588190451025207
8868,2005-03-15 06:00:00,15/03/2005,06.00.00,0.6,981.0,2.4,145.0,867.0,88.0,1068.0,856.0,9.3,67.9,0.7969,6,1,3,1.0,6.123233995736766e-17
8869,2005-03-15 07:00:00,15/03/2005,07.00.00,0.9,1038.0,3.8,185.0,760.0,110.0,1102.0,940.0,10.1,64.3,0.7934,7,1,3,0.9659258262890684,-0.2588190451025206
8870,2005-03-15 08:00:00,15/03/2005,08.00.00,2.6,1370.0,14.0,506.0,495.0,151.0,1459.0,1406.0,10.4,62.7,0.7909,8,1,3,0.8660254037844387,-0.4999999999999998
8871,2005-03-15 09:00:00,15/03/2005,09.00.00,3.3,1471.0,18.9,485.0,434.0,158.0,1655.0,1617.0,13.0,53.9,0.8036,9,1,3,0.7071067811865476,-0.7071067811865475
8872,2005-03-15 10:00:00,15/03/2005,10.00.00,4.0,1447.0,15.6,684.0,466.0,194.0,1514.0,1694.0,16.4,44.6,0.8242,10,1,3,0.4999999999999999,-0.8660254037844387
8873,2005-03-15 11:00:00,15/03/2005,11.00.00,3.1,1329.0,13.2,562.0,508.0,181.0,1401.0,1473.0,19.1,36.7,0.8044,11,1,3,0.258819045102521,-0.9659258262890682
8874,2005-03-15 12:00:00,15/03/2005,12.00.00,2.2,1197.0,10.3,357.0,577.0,161.0,1297.0,1087.0,21.0,30.6,0.7508,12,1,3,1.2246467991473532e-16,-1.0
8875,2005-03-15 13:00:00,15/03/2005,13.00.00,2.1,1198.0,9.7,306.0,590.0,143.0,1264.0,945.0,22.1,27.6,0.7254,13,1,3,-0.2588190451025208,-0.9659258262890684
8876,2005-03-15 14:00:00,15/03/2005,14.00.00,2.2,1171.0,10.0,292.0,608.0,142.0,1234.0,905.0,22.2,25.5,0.6752,14,1,3,-0.4999999999999998,-0.8660254037844388
8877,2005-03-15 15:00:00,15/03/2005,15.00.00,1.9,1191.0,10.9,305.0,620.0,146.0,1262.0,903.0,23.6,23.2,0.6665,15,1,3,-0.7071067811865471,-0.7071067811865479
8878,2005-03-15 16:00:00,15/03/2005,16.00.00,2.5,1213.0,12.3,386.0,578.0,166.0,1292.0,1041.0,23.6,22.9,0.6571,16,1,3,-0.8660254037844384,-0.5000000000000004
8879,2005-03-15 17:00:00,15/03/2005,17.00.00,2.9,1258.0,14.2,408.0,552.0,172.0,1363.0,1194.0,22.8,24.6,0.6736,17,1,3,-0.9659258262890684,-0.2588190451025206
8880,2005-03-15 18:00:00,15/03/2005,18.00.00,3.9,1413.0,21.6,521.0,464.0,196.0,1611.0,1533.0,20.3,29.7,0.6973,18,1,3,-1.0,-1.8369701987210294e-16
8881,2005-03-15 19:00:00,15/03/2005,19.00.00,6.3,1610.0,30.9,766.0,381.0,243.0,1890.0,1932.0,18.0,36.0,0.7345,19,1,3,-0.9659258262890684,0.2588190451025203
8882,2005-03-15 20:00:00,15/03/2005,20.00.00,7.4,1710.0,33.5,841.0,346.0,248.0,2028.0,2140.0,16.4,41.9,0.7759,20,1,3,-0.8660254037844386,0.5000000000000001
8883,2005-03-15 21:00:00,15/03/2005,21.00.00,5.7,1515.0,19.9,754.0,435.0,233.0,1615.0,1871.0,14.9,47.6,0.8003,21,1,3,-0.7071067811865477,0.7071067811865474
8884,2005-03-15 22:00:00,15/03/2005,22.00.00,2.3,1199.0,8.4,350.0,613.0,174.0,1227.0,1435.0,13.8,49.6,0.7793,22,1,3,-0.5000000000000004,0.8660254037844384
8885,2005-03-15 23:00:00,15/03/2005,23.00.00,1.5,1128.0,6.1,244.0,674.0,149.0,1156.0,1303.0,13.2,51.6,0.7765,23,1,3,-0.2588190451025215,0.965925826289068
8886,2005-03-16 00:00:00,16/03/2005,00.00.00,1.4,1108.0,5.7,221.0,694.0,134.0,1144.0,1199.0,11.8,56.9,0.7836,0,2,3,0.0,1.0
8887,2005-03-16 01:00:00,16/03/2005,01.00.00,1.1,1038.0,4.0,183.0,768.0,123.0,1087.0,1069.0,11.4,58.0,0.7818,1,2,3,0.2588190451025207,0.9659258262890684
8888,2005-03-16 02:00:00,16/03/2005,02.00.00,0.9,1004.0,2.9,166.0,823.0,111.0,1054.0,989.0,11.3,58.0,0.7742,2,2,3,0.4999999999999999,0.8660254037844387
8889,2005-03-16 03:00:00,16/03/2005,03.00.00,0.7,969.0,2.0,133.0,904.0,93.0,1021.0,899.0,10.7,59.6,0.7673,3,2,3,0.7071067811865475,0.7071067811865476
8890,2005-03-16 04:00:00,16/03/2005,04.00.00,0.6,938.0,1.7,147.0,942.0,97.0,1026.0,850.0,9.0,65.4,0.7532,4,2,3,0.8660254037844386,0.5000000000000001
8891,2005-03-16 05:00:00,16/03/2005,05.00.00,0.6,927.0,1.6,119.0,967.0,86.0,1008.0,828.0,8.0,68.9,0.7402,5,2,3,0.9659258262890684,0.2588190451025207
8892,2005-03-16 06:00:00,16/03/2005,06.00.00,0.8,977.0,3.3,179.0,830.0,99.0,1060.0,902.0,7.5,70.9,0.7358,6,2,3,1.0,6.123233995736766e-17
8893,2005-03-16 07:00:00,16/03/2005,07.00.00,1.0,1011.0,3.6,178.0,823.0,99.0,1054.0,902.0,7.6,69.2,0.7238,7,2,3,0.9659258262890684,-0.2588190451025206
8894,2005-03-16 08:00:00,16/03/2005,08.00.00,2.1,1228.0,10.2,390.0,588.0,129.0,1293.0,1222.0,8.7,64.3,0.7257,8,2,3,0.8660254037844387,-0.4999999999999998
8895,2005-03-16 09:00:00,16/03/2005,09.00.00,4.2,1521.0,25.2,579.0,404.0,161.0,1809.0,1784.0,11.7,54.3,0.7459,9,2,3,0.7071067811865476,-0.7071067811865475
8896,2005-03-16 10:00:00,16/03/2005,10.00.00,4.3,1425.0,16.0,735.0,468.0,202.0,1477.0,1761.0,15.9,42.2,0.7553,10,2,3,0.4999999999999999,-0.8660254037844387
8897,2005-03-16 11:00:00,16/03/2005,11.00.00,3.2,1339.0,13.3,568.0,509.0,200.0,1376.0,1634.0,19.3,34.7,0.7681,11,2,3,0.258819045102521,-0.9659258262890682
8898,2005-03-16 12:00:00,16/03/2005,12.00.00,2.8,1310.0,11.9,487.0,552.0,194.0,1351.0,1527.0,23.1,27.3,0.7615,12,2,3,1.2246467991473532e-16,-1.0
8899,2005-03-16 13:00:00,16/03/2005,13.00.00,2.4,1250.0,10.9,343.0,585.0,173.0,1249.0,1192.0,26.1,20.8,0.6959,13,2,3,-0.2588190451025208,-0.9659258262890684
8900,2005-03-16 14:00:00,16/03/2005,14.00.00,2.5,1181.0,11.0,351.0,617.0,169.0,1192.0,1023.0,26.8,17.9,0.6249,14,2,3,-0.4999999999999998,-0.8660254037844388
8901,2005-03-16 15:00:00,16/03/2005,15.00.00,2.9,1272.0,17.3,417.0,533.0,188.0,1353.0,1251.0,28.4,16.0,0.6095,15,2,3,-0.7071067811865471,-0.7071067811865479
8902,2005-03-16 16:00:00,16/03/2005,16.00.00,3.0,1231.0,12.4,509.0,618.0,211.0,1188.0,1082.0,28.8,15.1,0.5877,16,2,3,-0.8660254037844384,-0.5000000000000004
8903,2005-03-16 17:00:00,16/03/2005,17.00.00,3.6,1286.0,17.4,573.0,529.0,210.0,1350.0,1348.0,27.9,15.6,0.5782,17,2,3,-0.9659258262890684,-0.2588190451025206
8904,2005-03-16 18:00:00,16/03/2005,18.00.00,3.5,1315.0,17.5,518.0,509.0,193.0,1408.0,1365.0,24.1,20.6,0.6075,18,2,3,-1.0,-1.8369701987210294e-16
8905,2005-03-16 19:00:00,16/03/2005,19.00.00,4.8,1494.0,26.2,641.0,420.0,227.0,1682.0,1827.0,21.0,28.0,0.6904,19,2,3,-0.9659258262890684,0.2588190451025203
8906,2005-03-16 20:00:00,16/03/2005,20.00.00,4.4,1494.0,23.1,544.0,422.0,223.0,1677.0,1879.0,18.4,38.8,0.8152,20,2,3,-0.8660254037844386,0.5000000000000001
8907,2005-03-16 21:00:00,16/03/2005,21.00.00,4.9,1545.0,23.5,582.0,423.0,229.0,1676.0,1915.0,16.9,42.9,0.8222,21,2,3,-0.7071067811865477,0.7071067811865474
8908,2005-03-16 22:00:00,16/03/2005,22.00.00,2.9,1354.0,13.3,407.0,517.0,194.0,1357.0,1705.0,15.5,45.0,0.7895,22,2,3,-0.5000000000000004,0.8660254037844384
8909,2005-03-16 23:00:00,16/03/2005,23.00.00,2.1,1301.0,10.5,327.0,553.0,171.0,1283.0,1610.0,14.3,49.6,0.8049,23,2,3,-0.2588190451025215,0.965925826289068
8910,2005-03-17 00:00:00,17/03/2005,00.00.00,1.6,1144.0,6.3,221.0,661.0,147.0,1158.0,1300.0,14.7,48.0,0.7977,0,3,3,0.0,1.0
8911,2005-03-17 01:00:00,17/03/2005,01.00.00,1.2,1080.0,4.4,142.0,748.0,111.0,1087.0,1093.0,13.3,51.4,0.7821,1,3,3,0.2588190451025207,0.9659258262890684
8912,2005-03-17 02:00:00,17/03/2005,02.00.00,0.9,1013.0,3.3,123.0,817.0,104.0,1056.0,986.0,12.6,53.7,0.7793,2,3,3,0.4999999999999999,0.8660254037844387
8913,2005-03-17 03:00:00,17/03/2005,03.00.00,0.7,966.0,2.0,106.0,921.0,90.0,1017.0,846.0,11.5,56.8,0.7706,3,3,3,0.7071067811865475,0.7071067811865476
8914,2005-03-17 04:00:00,17/03/2005,04.00.00,,959.0,1.9,100.0,909.0,81.0,1016.0,822.0,10.1,61.9,0.7631,4,3,3,0.8660254037844386,0.5000000000000001
8915,2005-03-17 05:00:00,17/03/2005,05.00.00,0.5,919.0,1.4,85.0,997.0,69.0,983.0,714.0,9.8,61.8,0.7523,5,3,3,0.9659258262890684,0.2588190451025207
8916,2005-03-17 06:00:00,17/03/2005,06.00.00,0.6,953.0,2.3,114.0,903.0,84.0,1020.0,838.0,9.0,64.3,0.7417,6,3,3,1.0,6.123233995736766e-17
8917,2005-03-17 07:00:00,17/03/2005,07.00.00,1.3,1117.0,5.9,299.0,669.0,123.0,1178.0,1109.0,7.9,68.4,0.7324,7,3,3,0.9659258262890684,-0.2588190451025206
8918,2005-03-17 08:00:00,17/03/2005,08.00.00,3.8,1485.0,18.9,723.0,441.0,166.0,1647.0,1676.0,9.5,62.6,0.7444,8,3,3,0.8660254037844387,-0.4999999999999998
8919,2005-03-17 09:00:00,17/03/2005,09.00.00,5.6,1583.0,26.1,745.0,376.0,189.0,1808.0,1976.0,13.2,51.0,0.7704,9,3,3,0.7071067811865476,-0.7071067811865475
8920,2005-03-17 10:00:00,17/03/2005,10.00.00,4.4,1448.0,16.2,668.0,471.0,217.0,1490.0,1814.0,16.9,40.3,0.7717,10,3,3,0.4999999999999999,-0.8660254037844387
8921,2005-03-17 11:00:00,17/03/2005,11.00.00,3.0,1294.0,10.8,571.0,567.0,196.0,1296.0,1538.0,20.8,31.3,0.7617,11,3,3,0.258819045102521,-0.9659258262890682
8922,2005-03-17 12:00:00,17/03/2005,12.00.00,2.2,1269.0,11.1,388.0,579.0,189.0,1273.0,1383.0,24.3,24.7,0.7407,12,3,3,1.2246467991473532e-16,-1.0
8923,2005-03-17 13:00:00,17/03/2005,13.00.00,2.0,1247.0,10.2,323.0,581.0,174.0,1255.0,1184.0,26.7,22.6,0.7785,13,3,3,-0.2588190451025208,-0.9659258262890684
8924,2005-03-17 14:00:00,17/03/2005,14.00.00,2.2,1239.0,11.9,312.0,559.0,161.0,1312.0,1094.0,27.1,21.7,0.7636,14,3,3,-0.4999999999999998,-0.8660254037844388
8925,2005-03-17 15:00:00,17/03/2005,15.00.00,2.1,1199.0,11.8,320.0,574.0,158.0,1271.0,986.0,28.3,17.9,0.6769,15,3,3,-0.7071067811865471,-0.7071067811865479
8926,2005-03-17 16:00:00,17/03/2005,16.00.00,2.2,1216.0,10.9,322.0,576.0,161.0,1277.0,967.0,27.8,20.0,0.7378,16,3,3,-0.8660254037844384,-0.5000000000000004
8927,2005-03-17 17:00:00,17/03/2005,17.00.00,1.9,1131.0,8.6,276.0,638.0,147.0,1158.0,831.0,26.2,19.4,0.6491,17,3,3,-0.9659258262890684,-0.2588190451025206
8928,2005-03-17 18:00:00,17/03/2005,18.00.00,2.7,1300.0,15.0,341.0,530.0,165.0,1353.0,1182.0,22.7,24.4,0.6661,18,3,3,-1.0,-1.8369701987210294e-16
8929,2005-03-17 19:00:00,17/03/2005,19.00.00,3.9,1358.0,21.3,531.0,459.0,214.0,1518.0,1523.0,20.2,29.3,0.686,19,3,3,-0.9659258262890684,0.2588190451025203
8930,2005-03-17 20:00:00,17/03/2005,20.00.00,5.6,1492.0,24.8,653.0,417.0,228.0,1690.0,1780.0,17.3,35.2,0.6907,20,3,3,-0.8660254037844386,0.5000000000000001
8931,2005-03-17 21:00:00,17/03/2005,21.00.00,4.9,1413.0,18.4,646.0,478.0,240.0,1504.0,1682.0,16.1,38.7,0.7023,21,3,3,-0.7071067811865477,0.7071067811865474
8932,2005-03-17 22:00:00,17/03/2005,22.00.00,2.2,1210.0,9.1,333.0,611.0,188.0,1224.0,1390.0,14.6,44.5,0.7337,22,3,3,-0.5000000000000004,0.8660254037844384
8933,2005-03-17 23:00:00,17/03/2005,23.00.00,1.9,1196.0,8.1,299.0,620.0,173.0,1185.0,1390.0,13.7,48.6,0.7555,23,3,3,-0.2588190451025215,0.965925826289068
8934,2005-03-18 00:00:00,18/03/2005,00.00.00,1.4,1101.0,5.9,224.0,690.0,150.0,1123.0,1201.0,12.4,52.2,0.7513,0,4,3,0.0,1.0
8935,2005-03-18 01:00:00,18/03/2005,01.00.00,1.3,1076.0,5.1,195.0,721.0,134.0,1093.0,1107.0,11.9,53.4,0.7414,1,4,3,0.2588190451025207,0.9659258262890684
8936,2005-03-18 02:00:00,18/03/2005,02.00.00,1.1,1040.0,4.5,209.0,740.0,132.0,1099.0,1050.0,10.4,58.4,0.7367,2,4,3,0.4999999999999999,0.8660254037844387
8937,2005-03-18 03:00:00,18/03/2005,03.00.00,0.9,989.0,3.2,168.0,824.0,117.0,1048.0,943.0,8.9,63.5,0.7268,3,4,3,0.7071067811865475,0.7071067811865476
8938,2005-03-18 04:00:00,18/03/2005,04.00.00,0.9,966.0,2.8,153.0,843.0,103.0,1033.0,903.0,8.2,65.9,0.7168,4,4,3,0.8660254037844386,0.5000000000000001
8939,2005-03-18 05:00:00,18/03/2005,05.00.00,0.7,912.0,2.0,140.0,922.0,99.0,1002.0,826.0,7.7,67.1,0.7074,5,4,3,0.9659258262890684,0.2588190451025207
8940,2005-03-18 06:00:00,18/03/2005,06.00.00,0.8,960.0,3.3,184.0,841.0,106.0,1038.0,878.0,7.2,68.6,0.6978,6,4,3,1.0,6.123233995736766e-17
8941,2005-03-18 07:00:00,18/03/2005,07.00.00,1.2,1028.0,5.4,266.0,709.0,113.0,1110.0,996.0,7.5,66.7,0.6943,7,4,3,0.9659258262890684,-0.2588190451025206
8942,2005-03-18 08:00:00,18/03/2005,08.00.00,2.9,1375.0,14.5,518.0,504.0,141.0,1467.0,1470.0,8.7,61.6,0.696,8,4,3,0.8660254037844387,-0.4999999999999998
8943,2005-03-18 09:00:00,18/03/2005,09.00.00,5.4,1522.0,26.5,681.0,380.0,180.0,1822.0,1883.0,12.0,51.0,0.7131,9,4,3,0.7071067811865476,-0.7071067811865475
8944,2005-03-18 10:00:00,18/03/2005,10.00.00,4.3,1400.0,17.6,558.0,465.0,192.0,1542.0,1661.0,15.4,42.5,0.7379,10,4,3,0.4999999999999999,-0.8660254037844387
8945,2005-03-18 11:00:00,18/03/2005,11.00.00,3.1,1323.0,14.9,457.0,502.0,187.0,1405.0,1568.0,18.8,33.5,0.7186,11,4,3,0.258819045102521,-0.9659258262890682
8946,2005-03-18 12:00:00,18/03/2005,12.00.00,2.4,1250.0,10.3,353.0,579.0,169.0,1262.0,1291.0,22.2,28.1,0.7426,12,4,3,1.2246467991473532e-16,-1.0
8947,2005-03-18 13:00:00,18/03/2005,13.00.00,2.3,1283.0,12.0,313.0,550.0,161.0,1336.0,1226.0,24.7,25.5,0.7785,13,4,3,-0.2588190451025208,-0.9659258262890684
8948,2005-03-18 14:00:00,18/03/2005,14.00.00,2.3,1171.0,10.4,290.0,597.0,160.0,1208.0,841.0,25.0,23.4,0.7301,14,4,3,-0.4999999999999998,-0.8660254037844388
8949,2005-03-18 15:00:00,18/03/2005,15.00.00,2.3,1264.0,12.9,318.0,555.0,177.0,1323.0,951.0,25.9,21.9,0.7209,15,4,3,-0.7071067811865471,-0.7071067811865479
8950,2005-03-18 16:00:00,18/03/2005,16.00.00,3.4,1301.0,15.1,479.0,525.0,219.0,1343.0,1151.0,25.6,21.7,0.7039,16,4,3,-0.8660254037844384,-0.5000000000000004
8951,2005-03-18 17:00:00,18/03/2005,17.00.00,3.7,1321.0,15.8,494.0,525.0,212.0,1366.0,1279.0,25.1,21.8,0.6854,17,4,3,-0.9659258262890684,-0.2588190451025206
8952,2005-03-18 18:00:00,18/03/2005,18.00.00,4.1,1343.0,20.1,551.0,477.0,225.0,1495.0,1416.0,22.1,25.6,0.6728,18,4,3,-1.0,-1.8369701987210294e-16
8953,2005-03-18 19:00:00,18/03/2005,19.00.00,5.6,1493.0,25.6,701.0,417.0,240.0,1702.0,1738.0,19.1,32.5,0.7112,19,4,3,-0.9659258262890684,0.2588190451025203
8954,2005-03-18 20:00:00,18/03/2005,20.00.00,5.3,1545.0,24.0,571.0,407.0,223.0,1743.0,1821.0,16.7,42.5,0.8002,20,4,3,-0.8660254037844386,0.5000000000000001
8955,2005-03-18 21:00:00,18/03/2005,21.00.00,4.9,1477.0,18.3,643.0,456.0,241.0,1562.0,1733.0,15.5,48.3,0.8439,21,4,3,-0.7071067811865477,0.7071067811865474
8956,2005-03-18 22:00:00,18/03/2005,22.00.00,2.0,1202.0,7.2,282.0,620.0,159.0,1255.0,1115.0,13.3,60.5,0.9168,22,4,3,-0.5000000000000004,0.8660254037844384
8957,2005-03-18 23:00:00,18/03/2005,23.00.00,1.9,1236.0,6.8,251.0,631.0,150.0,1274.0,1131.0,12.1,67.6,0.9539,23,4,3,-0.2588190451025215,0.965925826289068
8958,2005-03-19 00:00:00,19/03/2005,00.00.00,2.2,1206.0,6.8,307.0,640.0,163.0,1245.0,1127.0,11.8,68.3,0.9432,0,5,3,0.0,1.0
8959,2005-03-19 01:00:00,19/03/2005,01.00.00,1.9,1192.0,6.4,282.0,646.0,155.0,1253.0,1167.0,11.6,68.3,0.9314,1,5,3,0.2588190451025207,0.9659258262890684
8960,2005-03-19 02:00:00,19/03/2005,02.00.00,1.1,1044.0,2.7,160.0,845.0,119.0,1099.0,809.0,11.8,67.9,0.9362,2,5,3,0.4999999999999999,0.8660254037844387
8961,2005-03-19 03:00:00,19/03/2005,03.00.00,1.0,1053.0,2.9,125.0,808.0,94.0,1109.0,709.0,12.3,65.8,0.9374,3,5,3,0.7071067811865475,0.7071067811865476
8962,2005-03-19 04:00:00,19/03/2005,04.00.00,0.9,1023.0,2.2,106.0,872.0,80.0,1089.0,575.0,12.2,66.9,0.9496,4,5,3,0.8660254037844386,0.5000000000000001
8963,2005-03-19 05:00:00,19/03/2005,05.00.00,0.9,1005.0,2.5,111.0,846.0,83.0,1098.0,572.0,12.1,67.3,0.948,5,5,3,0.9659258262890684,0.2588190451025207
8964,2005-03-19 06:00:00,19/03/2005,06.00.00,0.7,959.0,1.9,115.0,907.0,79.0,1079.0,546.0,11.8,67.1,0.9274,6,5,3,1.0,6.123233995736766e-17
8965,2005-03-19 07:00:00,19/03/2005,07.00.00,1.0,1049.0,3.6,156.0,793.0,96.0,1159.0,795.0,11.9,65.6,0.9129,7,5,3,0.9659258262890684,-0.2588190451025206
8966,2005-03-19 08:00:00,19/03/2005,08.00.00,2.0,1255.0,10.1,320.0,555.0,141.0,1439.0,1268.0,12.2,65.6,0.93,8,5,3,0.8660254037844387,-0.4999999999999998
8967,2005-03-19 09:00:00,19/03/2005,09.00.00,2.7,1285.0,10.9,380.0,517.0,153.0,1452.0,1366.0,12.8,64.4,0.9448,9,5,3,0.7071067811865476,-0.7071067811865475
8968,2005-03-19 10:00:00,19/03/2005,10.00.00,2.5,1254.0,9.9,371.0,543.0,156.0,1403.0,1328.0,13.4,62.0,0.9498,10,5,3,0.4999999999999999,-0.8660254037844387
8969,2005-03-19 11:00:00,19/03/2005,11.00.00,2.4,1253.0,9.7,343.0,560.0,162.0,1378.0,1251.0,14.5,57.0,0.9333,11,5,3,0.258819045102521,-0.9659258262890682
8970,2005-03-19 12:00:00,19/03/2005,12.00.00,2.2,1242.0,8.9,297.0,584.0,164.0,1327.0,1127.0,15.8,51.3,0.9144,12,5,3,1.2246467991473532e-16,-1.0
8971,2005-03-19 13:00:00,19/03/2005,13.00.00,2.1,1212.0,8.5,281.0,593.0,160.0,1308.0,1066.0,17.5,46.0,0.9104,13,5,3,-0.2588190451025208,-0.9659258262890684
8972,2005-03-19 14:00:00,19/03/2005,14.00.00,1.8,1165.0,6.6,220.0,652.0,140.0,1214.0,867.0,19.5,40.2,0.901,14,5,3,-0.4999999999999998,-0.8660254037844388
8973,2005-03-19 15:00:00,19/03/2005,15.00.00,1.4,1136.0,5.4,174.0,712.0,119.0,1169.0,691.0,21.2,35.9,0.8943,15,5,3,-0.7071067811865471,-0.7071067811865479
8974,2005-03-19 16:00:00,19/03/2005,16.00.00,2.1,1233.0,8.7,260.0,617.0,153.0,1293.0,917.0,21.7,35.1,0.8993,16,5,3,-0.8660254037844384,-0.5000000000000004
